0
0 1 2 0 3 4   ||   3 2 3 3 4 4
0 3 0 2 5 2 1 0   ||   3 4 3 3 5 3 2 3
0 2 5 6 7 8 7 9 10 9   ||   3 3 5 2 168 15 168 17 2 17
0 3 4 11 4 12 13 14 15 12   ||   3 4 4 2 4 16 4 8 3 16
0 1 0 2 0 3   ||   3 2 3 3 3 4
0 2 5 7 16 17 18 17 16 19   ||   3 3 5 168 3 12 5 12 3 22
0 2 5 7 20 21 22 21 23 24   ||   3 3 5 168 5 3 4 3 11 12
0 3 25 26 27 26 25 28   ||   3 4 5 5 3 5 5 2
0 1 0 2 5 7 29 30   ||   3 2 3 3 5 168 3 1
0 1 0 2 5 31 32 7 33 34   ||   3 2 3 3 5 17 2 168 6 3
6
0 1 2 3 4 5 6 7 5 7   ||   4 18 5 7 4 12 10 4 12 4
0 8 9 8 10 11 12 13 14 15   ||   4 10 5 10 4 8 15 2 17 5
0 16 17 18 19 18   ||   4 23 4 3 1 3
0 20 16 21 16 20 22 20   ||   4 3 23 3 23 3 2 3
0 20 0 16 23 16 24 25   ||   4 3 4 23 3 23 5 4
0 16 26 27 28 29 30 31 30 32   ||   4 23 9 4 19 13 6 6 6 7
0 16 33 34 35 36 37 38 39 40   ||   4 23 2 9 17 6 3 31 5 7
0 20 16 41 16 26 42 12 43 12   ||   4 3 23 1 23 9 3 15 4 15
0 8 44 45 16 17 18 46   ||   4 10 3 6 23 4 3 4
0 8 26 8 10 47 48 49 48 47   ||   4 10 9 10 4 21 3 5 3 21
7
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
8
0 1 2 1 3 1 4 5 6 7   ||   3 5 3 5 1 5 3 7 4 3
0 1 0 8 9 8 5 10 11 12   ||   3 5 3 8 3 8 7 4 4 6
0 1 0 8 5 13 14 13   ||   3 5 3 8 7 4 1 4
0 8 9 8 15 10 7 6   ||   3 8 3 8 4 4 3 4
0 1 16 1 2 17 18 17   ||   3 5 1 5 3 4 2 4
0 8 9 19 20 21 22 23 24 25   ||   3 8 3 5 5 4 11 5 8 5
0 8 0 1 16 1 2 26 2 1   ||   3 8 3 5 1 5 3 3 3 5
0 1 16 1 3 1 2 17 18 27   ||   3 5 1 5 1 5 3 4 2 2
0 1 0 28 29 30 15 30 5 6   ||   3 5 3 5 5 6 4 6 7 4
0 1 3 1 4 15   ||   3 5 1 5 3 4
9
0 1 0 2 1 3 4 5   ||   2 5 2 2 5 5 9 4
0 1 6 7 8 9 10 11 12 13   ||   2 5 6 2 6 5 3 5 4 74
0 2 0 1 6 14 6 15 16 17   ||   2 2 2 5 6 2 6 168 3 65
0 2 0 1 3 4 5 4   ||   2 2 2 5 5 9 4 9
0 2 1 3 18 19   ||   2 2 5 5 12 14
0 2 0 1 3 1   ||   2 2 2 5 5 5
0 2 1 6 20 21 20 22 23 24   ||   2 2 5 6 6 2 6 4 6 4
0 2 0 1 25 1   ||   2 2 2 5 1 5
0 2 0 1 25 1   ||   2 2 2 5 1 5
0 2 1 25 1 6 7 8 26 27   ||   2 2 5 1 5 6 2 6 3 4
10
0 1 2 3 2 4 5 6 5 7   ||   2 5 78 4 78 5 7 2 7 4
0 1 8 1 9 10 11 12 13 14   ||   2 5 1 5 65 3 2 8 5 3
0 1 8 1 9 15   ||   2 5 1 5 65 5
0 16 0 1 2 17 18 19   ||   2 1 2 5 78 5 11 10
0 16 0 1 20 1 9 21   ||   2 1 2 5 3 5 65 6
0 16 0 1 20 22 23 24 25 26   ||   2 1 2 5 3 30 5 6 4 1
0 16 0 1 8 1   ||   2 1 2 5 1 5
0 1 8 1 9 27 9 28 29 30   ||   2 5 1 5 65 5 65 4 3 1
0 16 0 1 20 1   ||   2 1 2 5 3 5
0 16 0 1 8 1 2 31 32 33   ||   2 1 2 5 1 5 78 4 42 12
11
0 1 2 3 4 5 6 7 8 9   ||   2 6 5 5 12 5 10 6 4 6
0 10 1 11 12 13 14 15 16 17   ||   2 12 6 6 5 5 5 5 7 2
0 10 18 19 18 10 20 21   ||   2 12 10 8 10 12 4 12
0 1 2 22 2 23 24 4 25 26   ||   2 6 5 3 5 4 21 12 6 5
0 1 0 10 27 28 29 30 31 32   ||   2 6 2 12 5 4 16 2 2 40
0 1 10 1 11 33 34 35 34 36   ||   2 6 12 6 6 5 168 3 168 9
0 1 0 10 37 10 38 39 38 40   ||   2 6 2 12 1 12 6 4 6 4
0 10 38 41 38 42 43 32 44 32   ||   2 12 6 4 6 44 5 40 12 40
0 10 39 45 46 32 46 45   ||   2 12 4 6 3 40 3 6
0 1 2 22 47 48 49 47 50 51   ||   2 6 5 3 4 3 3 4 3 42
12
0 1 0 2 0 3 1 3   ||   4 3 4 2 4 3 3 3
0 2 0 4 3 4 0 1   ||   4 2 4 2 3 2 4 3
0 1 2 0 4 3   ||   4 3 2 4 2 3
0 3 4 0 1 0   ||   4 3 2 4 3 4
0 4 3 1 2 0   ||   4 2 3 3 2 4
0 2 1 0 3 0 1 3   ||   4 2 3 4 3 4 3 3
0 3 4 3 1 3 0 2 1 0   ||   4 3 2 3 3 3 4 2 3 4
0 1 2 0 3 1 0 2   ||   4 3 2 4 3 3 4 2
0 3 4 0 1 2   ||   4 3 2 4 3 2
0 1 2 0 2 1 3 4   ||   4 3 2 4 2 3 3 2
13
0 1 2 3 4 5 4 6 7 3   ||   2 44 3 17 3 3 3 2 5 17
0 8 9 8 10 8 11 8 12 13   ||   2 74 1 74 2 74 1 74 4 2
0 8 14 8 15 16 15 17 18 19   ||   2 74 4 74 4 2 4 30 17 5
0 1 20 21 22 23 24 25 24 22   ||   2 44 3 4 4 6 4 2 4 4
0 8 26 27 28 8 11 8 29 30   ||   2 74 3 33 3 74 1 74 5 34
0 1 31 32 33 32 34 32 35 36   ||   2 44 4 29 3 29 3 29 2 19
0 8 37 38 39 38 37 8   ||   2 74 2 3 3 3 2 74
0 1 40 41 42 41   ||   2 44 3 7 5 7
0 8 43 44 45 44 46 44 47 44   ||   2 74 2 4 1 4 1 4 3 4
0 1 40 41 48 41 1 49 50 51   ||   2 44 3 7 4 7 44 5 42 4
14
0 1 0 2 0 3 1 4   ||   5 5 5 4 5 8 5 6
0 2 5 6 5 7 8 9 10 11   ||   5 4 10 5 10 2 40 5 44 3
0 12 13 4 14 15 6 15 16 17   ||   5 6 4 6 5 11 5 11 29 3
0 12 6 4 1 18 1 0 3 4   ||   5 6 5 6 5 6 5 5 8 6
0 2 8 0 3 19 3 1   ||   5 4 40 5 8 3 8 5
0 1 18 16 20 21 22 23 22 24   ||   5 5 6 29 4 5 3 6 3 6
0 1 13 4 18 25 26 25   ||   5 5 4 6 6 3 3 3
0 2 8 27 28 29 28 27 30 31   ||   5 4 40 14 4 1 4 14 3 8
0 8 32 33 34 35 36 35 37 33   ||   5 40 5 78 6 5 3 5 3 78
0 2 8 38 5 14 15 16 39 40   ||   5 4 40 3 10 5 11 29 3 2
15
0 1 2 3 4 3 5 6 7 8   ||   4 6 7 14 3 14 3 2 34 2
0 1 2 9 10 9 4 11   ||   4 6 7 6 1 6 3 7
0 2 12 1 13 1 3 1 0 12   ||   4 7 5 6 2 6 14 6 4 5
0 2 11 14 15 16 17 18   ||   4 7 7 3 74 2 5 33
0 2 0 12 13 1 2 1   ||   4 7 4 5 2 6 7 6
0 12 0 2 0 1 19 3 0 3   ||   4 5 4 7 4 6 5 14 4 14
0 3 20 3 21 22 23 24 25 26   ||   4 14 2 14 4 6 6 31 3 2
0 2 0 12 1 2 1 3   ||   4 7 4 5 6 7 6 14
0 1 19 3 19 1 0 12   ||   4 6 5 14 5 6 4 5
0 1 12 1 19 1 0 12   ||   4 6 5 6 5 6 4 5
16
0 1 2 3 4 5 4 6 7 6   ||   4 3 11 3 4 1 4 168 1 168
0 8 9 8 0 1 10 8 10 11   ||   4 4 1 4 4 3 6 4 6 7
0 12 13 14 15 12 0 8 9 8   ||   4 5 5 5 7 5 4 4 1 4
0 16 17 18 19 20 19 21 22 23   ||   4 6 5 15 3 4 3 8 10 4
0 16 24 25 26 27 26 28   ||   4 6 15 4 8 4 8 6
0 8 10 2 29 30 31 30 32 33   ||   4 4 6 11 2 11 5 11 4 23
0 8 2 29 30 34 35 36 35 37   ||   4 4 11 2 11 9 6 1 6 3
0 16 38 25 39 40 41 40   ||   4 6 4 4 6 4 4 4
0 12 15 42 6 43 44 45 46 47   ||   4 5 7 2 168 3 8 8 4 2
0 8 9 8 10 1 2 3   ||   4 4 1 4 6 3 11 3
17
0 1 2 3 4 5 4 6 4 7   ||   5 5 4 5 74 5 74 2 74 2
0 8 9 0 10 2 3 4 11 4   ||   5 4 3 5 7 4 5 74 3 74
0 9 8 12 8 0 1 13   ||   5 3 4 3 4 5 5 6
0 8 9 8 0 1 12 14 12 1   ||   5 4 3 4 5 5 3 1 3 5
0 8 9 8 12 14   ||   5 4 3 4 3 1
0 1 0 8 9 8 12 1   ||   5 5 5 4 3 4 3 5
0 10 4 15 4 16 4 17 4 18   ||   5 7 74 1 74 1 74 2 74 2
0 8 13 8 12 1 12 8 9 1   ||   5 4 6 4 3 5 3 4 3 5
0 10 19 2 1 2 3 4 20 21   ||   5 7 4 4 5 4 5 74 3 5
0 8 13 8 12 8   ||   5 4 6 4 3 4
18
0 1 2 3 4 5 4 6 3 2   ||   5 4 5 32 8 2 8 12 32 5
0 7 8 9 10 11 12 13 14 15   ||   5 3 2 8 78 32 4 5 4 5
0 16 10 17 18 19 20 19   ||   5 8 78 3 8 6 6 6
0 1 21 22 23 22 2 22   ||   5 4 6 3 4 3 5 3
0 16 24 25 16 26 16 10 27 28   ||   5 8 2 42 8 6 8 78 3 11
0 16 11 29 11 30 31 32 31 33   ||   5 8 32 2 32 5 30 3 30 5
0 34 25 35 36 37 10 26 38 10   ||   5 3 42 5 8 8 78 6 5 78
0 34 39 40 41 42 43 10 43 42   ||   5 3 11 4 14 3 5 78 5 3
0 1 44 45 44 46   ||   5 4 4 3 4 2
0 16 11 47 48 49 50 51 50 49   ||   5 8 32 3 7 2 4 1 4 2
19
0 1 2 3 2 4 5 6 7 8   ||   1 2 30 2 30 5 9 7 4 19
0 1 2 8 9 10 2 11   ||   1 2 30 19 7 5 30 7
0 1 2 12 13 12 14 15   ||   1 2 30 3 3 3 5 5
0 1 2 3 16 8   ||   1 2 30 2 4 19
0 1 2 17 9 2 8 18 19 18   ||   1 2 30 4 7 30 19 6 5 6
0 1 2 12 14 20 14 15   ||   1 2 30 3 5 2 5 5
0 1 2 16 8 21 22 8   ||   1 2 30 4 19 2 3 19
0 1 2 16 23 8 24 9   ||   1 2 30 4 3 19 3 7
0 1 2 3 2 23 16 3   ||   1 2 30 2 30 3 4 2
0 1 2 25 26 27   ||   1 2 30 4 2 5
20
0 1 0 2 0 3 2 4   ||   5 4 5 7 5 6 7 5
0 2 5 6 7 8 6 9 10 9   ||   5 7 5 7 23 3 7 4 1 4
0 11 12 13 14 15 16 15 17 13   ||   5 30 11 78 5 42 4 42 5 78
0 2 18 19 18 2 4 20 6 1   ||   5 7 8 2 8 7 5 4 7 4
0 21 0 3 9 6 8 7 22 7   ||   5 1 5 6 4 7 3 23 1 23
0 2 23 2 5 6 8 24   ||   5 7 3 7 5 7 3 6
0 11 25 26 27 28 29 30 31 30   ||   5 30 3 7 3 32 12 3 1 3
0 11 0 3 2 5 20 3 1 6   ||   5 30 5 6 7 5 4 6 4 7
0 3 20 5 24 23 7 22   ||   5 6 4 5 6 3 23 1
0 2 0 11 32 33 34 35 36 37   ||   5 7 5 30 5 5 5 2 4 2
21
0 1 2 3 4 5 4 6   ||   2 2 6 7 34 5 34 5
0 7 8 9   ||   2 2 8 10
0 7 0 1 2 10 2 3 11 3   ||   2 2 2 2 6 2 6 7 10 7
0 1 2 12   ||   2 2 6 31
0 7 8 13 8 14 15 14   ||   2 2 8 2 8 5 6 5
0 1 0 7 8 9 16 17   ||   2 2 2 2 8 10 3 40
0 1 2 18 19 18 2 20 21 22   ||   2 2 6 2 1 2 6 7 23 4
0 1 0 7 8 14   ||   2 2 2 2 8 5
0 7 0 1 2 12 23 24 11 3   ||   2 2 2 2 6 31 3 2 10 7
0 7 8 14 25 26 27 28 29 30   ||   2 2 8 5 6 2 3 21 7 4
22
0 1 2 3 2 1 4 0 4 5   ||   5 10 11 1 11 10 4 5 4 12
0 1 6 7 8 9 10 8   ||   5 10 6 7 5 3 10 5
0 1 5 11 12 11 13 14 13 15   ||   5 10 12 4 2 4 3 3 3 4
0 16 17 16 18 16 5 12 5 19   ||   5 17 3 17 5 17 12 2 12 2
0 4 1 16 20 6 21 22 21 6   ||   5 4 10 17 2 6 3 4 3 6
0 4 0 1 4 16 23 24 23 16   ||   5 4 5 10 4 17 3 5 3 17
0 4 5 25 5 4 16 26 5 16   ||   5 4 12 1 12 4 17 4 12 17
0 2 16 20 16 26 27 14 15 14   ||   5 11 17 2 17 4 5 3 4 3
0 4 1 17 16 18 16 5 1 4   ||   5 4 10 3 17 5 17 12 10 4
0 1 28 29 30 31 32 33   ||   5 10 4 4 3 3 5 4
23
0 1 2 1 3 4 5 4   ||   1 3 8 3 5 3 4 3
0 1 3 4 6 5 4 3   ||   1 3 5 3 3 4 3 5
0 1 3 2 7 8   ||   1 3 5 8 2 5
0 1 3 9 3 10 11 2 12 2   ||   1 3 5 1 5 3 4 8 3 8
0 1 3 10 2 10 11 13 14 13   ||   1 3 5 3 8 3 4 2 2 2
0 1   ||   1 3
0 1 2 1   ||   1 3 8 3
0 1 2 3 10 3 2 7   ||   1 3 8 5 3 5 8 2
0 1 2 5 6 15 5 4 6 5   ||   1 3 8 4 3 2 4 3 3 4
0 1 2 1 3 9 3 2   ||   1 3 8 3 5 1 5 8
24
0 1 2 3 4 5 3 6 3 2   ||   7 33 4 4 4 4 4 2 4 4
0 7 8 9 8 10 11 12   ||   7 5 5 6 5 4 5 74
0 7 13 14 13 15 8 9   ||   7 5 4 3 4 3 5 6
0 1 16 17 18 19 20 21 22 21   ||   7 33 9 2 4 4 4 65 1 65
0 23 24 23 11 10 0 12 25 12   ||   7 4 1 4 5 4 7 74 2 74
0 12 26 12 27 28 29 30 31 12   ||   7 74 2 74 4 4 6 6 3 74
0 12 32 33 32 12 34 12 35 12   ||   7 74 4 2 4 74 5 74 1 74
0 23 10 0   ||   7 4 4 7
0 12 36 25 12 37 12 26 12 38   ||   7 74 3 2 74 2 74 2 74 10
0 10 11 1 39 40 41 42   ||   7 4 5 33 3 5 2 1
25
0 1 2 3 4 5 4 6 7 8   ||   4 5 3 5 16 1 16 36 3 5
0 9 0 1 10 11 12 13 14 15   ||   4 3 4 5 6 7 4 3 5 3
0 16 17 18 19 20 19 18 21 22   ||   4 3 29 4 5 1 5 4 7 3
0 1 0 23 24 25 24 26   ||   4 5 4 6 5 3 5 4
0 9 27 28 27 29 30 29 31 29   ||   4 3 5 1 5 13 1 13 2 13
0 1 2 4 32 33 4 6   ||   4 5 3 16 3 3 16 36
0 16 17 34 35 36 37 38 39 40   ||   4 3 29 6 6 4 6 8 3 78
0 16 0 23 41 42 24 42   ||   4 3 4 6 4 3 5 3
0 16 17 43 44 45 46 47   ||   4 3 29 2 44 10 8 10
0 9 48 19 49 50 49 19 45 46   ||   4 3 3 5 3 1 3 5 10 8
26
0 1 0 2 3 4 5 4   ||   5 4 5 4 4 3 1 3
0 3 6 3 4 3 2 1   ||   5 4 6 4 3 4 4 4
0 7 1 6 4 3   ||   5 3 4 6 3 4
0 2 6 1   ||   5 4 6 4
0 1 7 1 6 0 6 3   ||   5 4 3 4 6 5 6 4
0 1 0 7 6 3 4 5 4 6   ||   5 4 5 3 6 4 3 1 3 6
0 6 0 3 4 3 2 6   ||   5 6 5 4 3 4 4 6
0 2 3 4 3 2   ||   5 4 4 3 4 4
0 2 0 6 2 3 4 3 0 7   ||   5 4 5 6 4 4 3 4 5 3
0 2 6 1 2 0   ||   5 4 6 4 4 5
27
0 1 2 0 3 4 5 3   ||   4 2 4 4 44 6 5 44
0 1 0 3 6 7 8 9 10 11   ||   4 2 4 44 2 29 6 5 6 4
0 2 12 13 14 13 15 16 17 18   ||   4 4 4 12 4 12 4 7 4 12
0 1 0 19 20 21 22 23   ||   4 2 4 6 6 3 4 9
0 1 2 19 20 23 20 19   ||   4 2 4 6 6 9 6 6
0 3 24 3 25 26 27 28 29 28   ||   4 44 2 44 2 74 2 32 5 32
0 19 20 23 22 30 22 20   ||   4 6 6 9 4 2 4 6
0 19 31 19 20 23 32 33   ||   4 6 1 6 6 9 3 5
0 3 34 3 35 36 37 38   ||   4 44 2 44 5 2 3 3
0 1 2 0 19 39 40 12   ||   4 2 4 4 6 4 3 4
28
0 1 2 1 3 4   ||   1 4 4 4 5 3
0 1 2 5 6 7 8 9   ||   1 4 4 5 2 11 8 3
0 1 2 1 10 11 12 13   ||   1 4 4 4 8 5 168 3
0 1 3 1 2 12 14 15 16 17   ||   1 4 5 4 4 168 5 12 3 9
0 1 10 18 19 20 21 22 23 22   ||   1 4 8 4 10 16 4 4 3 4
0 1 2 5 7 6 7 24   ||   1 4 4 5 11 2 11 4
0 1 2 5 2 1   ||   1 4 4 5 4 4
0 1 10 25 26 27 25 28 27 29   ||   1 4 8 7 8 5 7 5 5 8
0 1 10 25 10 30 31 12 13 12   ||   1 4 8 7 8 15 5 168 3 168
0 1 3 32 3 4 33 34 35 36   ||   1 4 5 1 5 3 4 4 12 3
29
0 1 2 1 3 4 2 4 5 6   ||   2 19 5 19 7 5 5 5 8 2
0 7 8 9 10 11 10 12   ||   2 4 7 10 4 2 4 4
0 7 13 7 8 14 9 10   ||   2 4 5 4 7 5 10 4
0 7 8 9 12 9 15 5   ||   2 4 7 10 4 10 6 8
0 1 16 17 18 19 20 21 22 23   ||   2 19 7 17 12 2 4 4 9 16
0 7 0 1 24 25 15 9 25 26   ||   2 4 2 19 6 5 6 10 5 3
0 1 27 13 28 8 14 9 10 9   ||   2 19 4 5 6 7 5 10 4 10
0 7 8 28 13 28 8 29   ||   2 4 7 6 5 6 7 2
0 1 24 1 4 5 4 3   ||   2 19 6 19 5 8 5 7
0 7 5 30 5 28 31 28 8 15   ||   2 4 8 1 8 6 2 6 7 6
30
0 1 2 1 3 4 5 6 7 8   ||   6 5 5 5 13 4 4 12 4 40
0 9 10 11 12 13 14 15   ||   6 2 4 12 4 6 8 3
0 16 17 18 17 16 19 3   ||   6 18 3 2 3 18 2 13
0 20 21 1 3 22 1 0 9 10   ||   6 2 7 5 13 4 5 6 2 4
0 9 0 20 0 16 23 24   ||   6 2 6 2 6 18 7 7
0 2 1 22 25 26   ||   6 5 5 4 2 3
0 20 0 9 0 16 27 28 29 30   ||   6 2 6 2 6 18 4 12 5 8
0 1 21 10 11 13 31 32   ||   6 5 7 4 12 6 5 4
0 16 33 34 35 36 35 37 38 39   ||   6 18 2 4 6 5 6 5 5 12
0 2 21 40 41 42 43 42 44 42   ||   6 5 7 5 16 21 3 21 1 21
31
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
0 1   ||   1 1
32
0 1 2 3 4 3 5 3   ||   4 4 3 5 1 5 1 5
0 6 7 8 9 10 11 12 13 14   ||   4 12 4 5 4 7 17 3 3 2
0 6 15 16 7 17 7 6 8 6   ||   4 12 6 8 4 1 4 12 5 12
0 18 19 20 21 22 21 23 24 25   ||   4 15 4 4 34 3 34 8 4 168
0 6 26 18 27 28 29 28 30 31   ||   4 12 4 15 7 26 4 26 3 4
0 18 32 18 19 18 33 34 35 36   ||   4 15 3 15 4 15 5 9 5 2
0 1 37 38 6 26 6 8   ||   4 4 4 4 12 4 12 5
0 18 39 40 41 42 40 42   ||   4 15 4 4 2 2 4 2
0 18 0 43 44 45 46 47   ||   4 15 4 4 21 2 36 3
0 43 44 45 46 48 49 50   ||   4 4 21 2 36 2 3 16
33
0 1 2 3 4 5 6 7 8 9   ||   9 4 40 4 5 6 5 168 4 11
0 1 10 11 12 13 14 15 16 15   ||   9 4 5 5 10 6 6 16 3 16
0 17 18 19 20 21 22 23 21 23   ||   9 3 8 3 16 5 5 2 5 2
0 24 25 26 25 27 28 29 30 31   ||   9 5 13 3 13 5 5 6 12 5
0 1 0 32 33 32 34 32 35 36   ||   9 4 9 5 6 5 6 5 7 2
0 37 38 39 38 40 41 42   ||   9 2 11 2 11 4 44 4
0 43 12 19 18 17 0 44   ||   9 3 10 3 8 3 9 4
0 10 18 45 46 47 48 49 50 49   ||   9 5 8 4 9 4 3 21 2 21
0 32 34 51 52 53 34 32 0 10   ||   9 5 6 10 3 7 6 5 9 5
0 17 0 24 17 24 44 24   ||   9 3 9 5 3 5 4 5
34
0 1 2 3 4 5 6 1 7 4   ||   1 168 4 7 6 7 3 168 2 6
0 1 8 9 10 1 11 1   ||   1 168 6 22 3 168 3 168
0 1 12 13 14 15 14 16 13 12   ||   1 168 15 7 3 3 3 3 7 15
0 1 17 1 18 1 19 20 21 1   ||   1 168 2 168 4 168 4 11 4 168
0 1 11 22 23 22 11 23   ||   1 168 3 3 12 3 3 12
0 1 24 25 26 27 28 29   ||   1 168 4 12 32 8 6 5
0 1 30 1 31 32 33 21 20 18   ||   1 168 3 168 4 3 23 4 11 4
0 1 34 1 35 36 37 12 38 39   ||   1 168 4 168 7 16 4 15 6 5
0 1 40 41 42 41 40 43   ||   1 168 4 4 1 4 4 5
0 1 44 1 45 24 1 46   ||   1 168 9 168 4 4 168 5
35
0 1 2 3 2 1 3 4 3 5   ||   3 4 8 6 8 4 6 5 6 11
0 2 6 7 8 9 10 11 10 12   ||   3 8 10 6 21 5 36 2 36 2
0 1 0 13 14 13 0 2   ||   3 4 3 5 2 5 3 8
0 13 3 13 14 13   ||   3 5 6 5 2 5
0 13 1 0 1 3 15 3   ||   3 5 4 3 4 6 1 6
0 1 13 2 16 2 17 2   ||   3 4 5 8 4 8 5 8
0 13 2 18 19 20   ||   3 5 8 2 7 3
0 1 13 1 3 1   ||   3 4 5 4 6 4
0 2 6 21 22 23 24 25 26 27   ||   3 8 10 3 4 5 6 65 8 6
0 13 3 2   ||   3 5 6 8
36
0 1 0 2 3 2 0 4 0 5   ||   8 3 8 6 3 6 8 13 8 5
0 6 7 8 9 10 11 10 12 13   ||   8 5 8 32 4 42 2 42 6 2
0 5 4 14 4 15 4 16   ||   8 5 13 3 13 4 13 4
0 6 0 17 0 16 18 19 20 21   ||   8 5 8 2 8 4 5 4 2 5
0 15 22 15 4 23 19 23 4 24   ||   8 4 2 4 13 4 4 4 13 17
0 5 19 5 0 2 3 2 25 26   ||   8 5 4 5 8 6 3 6 11 5
0 1 0 15 27 15 22 28   ||   8 3 8 4 1 4 2 15
0 5 0 17 0 16 0 6 16 6   ||   8 5 8 2 8 4 8 5 4 5
0 2 17 0 6 10 29 18 16 0   ||   8 6 2 8 5 42 9 5 4 8
0 4 3 2 8 30 31 30 32 33   ||   8 13 3 6 32 5 1 5 10 3
37
0 1 2 3 4 5 6 7 4 8   ||   3 3 12 6 36 2 21 7 36 7
0 9 10 9 0 1 11 12 13 14   ||   3 3 3 3 3 3 8 3 8 6
0 9 10 15 10 16 17 18   ||   3 3 3 1 3 5 4 29
0 9 19 9   ||   3 3 1 3
0 9 0 1 2 20 21 22 20 2   ||   3 3 3 3 12 4 4 10 4 12
0 1 11 23 11 1 0 24 25 24   ||   3 3 8 2 8 3 3 3 1 3
0 1 2 26 2 27 2 21 20 28   ||   3 3 12 5 12 7 12 4 4 8
0 9 10 9 0 1 11 29 30 29   ||   3 3 3 3 3 3 8 2 1 2
0 1 0 24 31 32 33 32 34 35   ||   3 3 3 3 2 4 3 4 2 9
0 1 11 36 11 4 37 38 39 40   ||   3 3 8 12 8 36 3 5 7 7
38
0 1 2 3 2 4 5 6   ||   4 2 29 10 29 4 5 1
0 7 8 9 10 11 12 13 14 15   ||   4 16 4 8 3 13 2 6 17 4
0 7 16 17 18 19 18 2 20 21   ||   4 16 5 6 6 4 6 29 4 6
0 7 0 22 17 16 23 16 22 0   ||   4 16 4 5 6 5 2 5 5 4
0 22 17 18 2 24 25 26 27 26   ||   4 5 6 6 29 3 65 3 3 3
0 22 0 1 2 28 29 2 30 31   ||   4 5 4 2 29 2 4 29 4 6
